Source	Target	@mention	Retweet	Weight
8'8'8314957271572	48951572'8'8		1	1
81t_9271m_9	48951572'8'8		1	1
572_9t0319571t711	48951572'8'8		1	1
9572_9_7911t572'8	48951572'8'8		1	1
8141471_913726234	48951572'8'8		1	1
m57271m57271'881431	48951572'8'8		1	1
4533720891	48951572'8'8		1	1
t1814814_9572714_79153372t	48951572'8'8		1	1
31_995711_791	4817143891t91101	1		1
727157272331t72_791	48171715723134	1		1
517134118145724	4717221m	1		1
71172_7915727199207195724	47172623157271171	1		1
91'838910815314572	47172_9t45311718145724		1	1
3107171_91_9_971	47172_9t45311718145724		1	1
_9m1710431171t445t_9	47172_9t45311718145724		1	1
172197157238904770	471957213171414_9	1		1
414_9389171311'3456	471957213171414_9	1		1
57231141_9m171372901	4711'8m_791_791_791		1	1
537271043894_9	47138915724t81457241976	1		1
5531438957231_98145724	47138915724t81457241976		1	1
_7911315727171'8t4155	47138908172m0m0			
t_79171457271~~34389_791t7	471389tm5727114572	1		1
37281457207091373471	471m572389		1	1
57281471137248141389_791t171	471m572389		1	1
572m572718140t0	471m572389		1	1
572m714572313114_938971454	471m572389		1	1
5724t31071143038971454	471m572389		1	1
5131315727114957281404	471m572389		1	1
372713171~572t	471m572389		1	1
9572341315728145357111	471m572389		1	1
91811~572~572715724	471m572389		1	1
131389572t_791141t72_791	471m572389		1	1
17171531t_791_9572_79114	471m572389		1	1
1m5724711317145	471m572389		1	1
1471m57297119	471m572389		1	1
3897231m3890	471m572389		1	1
271_91372'8_9572318141572	471m572389		1	1
~572710315724710m1	471m572389		1	1
31572197113894_9	471m572389		1	1
7171572~5710m31171	471m572389		1	1
310811t_7911_945727171	471m572389		1	1
m572389137271628	471m572389		1	1
401'87203104	471m572389		1	1
4710m71457231572m	471m572389		1	1
62572310m57271572490	471m572389		1	1
62711_7918147119	471m572389		1	1
_91t71957231	471m572389		1	1
_9t715727171131315727195724389	471m572389		1	1
_9m3514_7911313157271714572	471m572389		1	1
t_7911471572t_7910814904	471m572389		1	1
t14713727150481445t	471m572389		1	1
t71mt_791971181147118141	471m572389		1	1
8114m_9_9171815724t	471m572389		1	1
_9318171_9t1811	471m1~1'	1		1
572_79171814171715171	471620_9t	1		1
57231389572717104	471620_9t	1		1
72_791711_9t71720922541	47171m57272'8'8		1	1
72m711_9_91572_971572490m	47171m57272'8'8		1	1
~_9t071mt71496217113	47171m57272'8'8		1	1
4_791023157271945724131572	47171m57272'8'8		1	1
_9t13131572710_957271'8	47171m57272'8'8		1	1
71m1~_791	47171m57272'8'8		1	1
57231389572717104	471t1m71	1		1
72_791572495724t572m57271171572	471t1m71	1		1
8140_9_9'8117	471t1m71	1		1
_791572453m_9572'8_79157271m	471t1m71	1		1
_791131572131572315721	471t1m71	1		1
3157271315728145724m72721	471t1m71	1		1
m1~17172~	471t1m71	1		1
_93157247114721271	471t1m71	1		1
t7189624151171	471t1m71	1		1
372m62513131'813171071	471t1m719049	1		1
_7911315727171'88140t_90	471317171		1	1
71_791153104'8~572t1'8	43_791171572319	1		1
_962071t81407140m14	43_791171572319	1		1
1m1317115107214t'1	0572~t04472038962_971	1		1
~15537245723m~572	0572_9m_9t_79119143890	1		1
539114533	0557291572_7917271m3	1		1
38914t3110257271	05572m5721_9627171	1		1
3157213153091	05572m5721_9627171	3		3
51572t7113316271	05171814711t31		1	1
711814814t19'872_791711_9	05171814711t31		1	1
71071~5171	072372_9104572315171~	1		1
572m171190m4	0721572438971044_9m0~1		1	1
444'8'8m0_9t90621	07215724_9627157271901		1	1
2m_9t141m5727111451	072_79105372m51713171		1	1
31155724711t_791071	072~m5724'4		1	1
3891m71157281499	072t572811531572~1	1		1
72_7915726206218	095723171_97162		1	1
091t02572m711389m1'8	091t02572m711389m1'8			
71171'3114	0814'8~m151572		1	1
_90471572'8m572711715372	0814'8~m151572		1	1
572_m535311994	08148141721572315728147113724			
572317171045m_9_791'	08148141721572313171m		1	1
~572_9171~171	08148141721572313171m		1	1
_7911315727171'88145315724	081481417215723141t_79119		1	1
1'7914	0814317151m162		1	1
186t0471	0814317151m162		1	1
572171_9t711623484	0814317151m162		1	1
57231572471m57271t1	0814317151m162		1	1
5723114'8914_791572m	0814317151m162		1	1
57249720m4t143893'1	0814317151m162		1	1
572497114_9475724971	0814317151m162		1	1
5724971_79157289171_9	0814317151m162		1	1
572497131072~	0814317151m162		1	1
5724389m_92471t	0814317151m162		1	1
572621m57246	0814317151m162		1	1
57245727171081171	0814317151m162		1	1
557225724517271	0814317151m162		1	1
513131'820_791450308	0814317151m162		1	1
517217108148140mt'81m	0814317151m162		1	1
5m71t04m34814071m7	0814317151m162		1	1
372_9_91572457290m172_1	0814317151m162		1	1
372t5723438971572	0814317151m162		1	1
721m14tm572471	0814317151m162		1	1
72_791711_9'137271t171	0814317151m162		1	1
72_791711_9557241	0814317151m162		1	1
72_791711_962062168	0814317151m162		1	1
72_791711_94714t_7910m	0814317151m162		1	1
7231572m955727171572_9	0814317151m162		1	1
7231572713897114t5723131	0814317151m162		1	1
72310572~19_9t57231~171	0814317151m162		1	1
7208114t7171m~162	0814317151m162		1	1
9572811'82'8_791	0814317151m162		1	1
9572811413895'	0814317151m162		1	1
95728119572_972072m~	0814317151m162		1	1
915724727104_9_7915724	0814317151m162		1	1
9155171tm713891_91	0814317151m162		1	1
9m438957271810	0814317151m162		1	1
198949315724_9m71t_7911	0814317151m162		1	1
814572t814225'8	0814317151m162		1	1
38910814814711710_7914_9	0814317151m162		1	1
3891081481441m53111	0814317151m162		1	1
3891313191814389	0814317151m162		1	1
3892m711572431	0814317151m162		1	1
38903191403195172	0814317151m162		1	1
389413100	0814317151m162		1	1
_791171551_791572717104	0814317151m162		1	1
14_m1_91t1811814131572	0814317151m162		1	1
14811_915311m1_9_9m_9	0814317151m162		1	1
1t72_7917190389''	0814317151m162		1	1
2572_90457104471071~	0814317151m162		1	1
2572714145157271_9	0814317151m162		1	1
215724_9m57271t45215724	0814317151m162		1	1
2389557271t_7910310m14	0814317151m162		1	1
20720180'3	0814317151m162		1	1
2095157272t71	0814317151m162		1	1
201950530'7	0814317151m162		1	1
20_7914'8620m31t171	0814317151m162		1	1
~225t_7911389m1t572711_9t	0814317151m162		1	1
~14389_9t04'881	0814317151m162		1	1
~34389_791721m623157271m~	0814317151m162		1	1
~m3138957240814727171945	0814317151m162		1	1
31572m715729572811_9_957271_9	0814317151m162		1	1
315071040'1m	0814317151m162		1	1
71147118171181171_9	0814317151m162		1	1
3107197107171372m_9t171	0814317151m162		1	1
310m'8151	0814317151m162		1	1
317145m494	0814317151m162		1	1
m0457572	0814317151m162		1	1
m57238938951m572724'	0814317151m162		1	1
m572057231m4	0814317151m162		1	1
m572715151100984'6	0814317151m162		1	1
m1572~0100	0814317151m162		1	1
m172~m723890m389_791	0814317151m162		1	1
m1~71071721'8m1~1	0814317151m162		1	1
m1471'8572'86214t	0814317151m162		1	1
m4949181131	0814317151m162		1	1
m717271_9141	0814317151m162		1	1
89897138917131	0814317151m162		1	1
m414389457271	0814317151m162		1	1
4572t_791572438913131m162	0814317151m162		1	1
410_79119034_9t	0814317151m162		1	1
41t1314m~	0814317151m162		1	1
4071t_79114_914t14131	0814317151m162		1	1
40_9345071~71572m	0814317151m162		1	1
404_945~2m_9t1721	0814317151m162		1	1
04711718113131572	0814317151m162		1	1
625729446	0814317151m162		1	1
627116231171'4'6	0814317151m162		1	1
6271t_79157238907115723491572	0814317151m162		1	1
715727162162621713	0814317151m162		1	1
71172_791572719_791131t041	0814317151m162		1	1
7105814m	0814317151m162		1	1
71_957231310457271	0814317151m162		1	1
_9572_791031m711956	0814317151m162		1	1
_957271572625729m0711	0814317151m162		1	1
_972081171_91'3	0814317151m162		1	1
_91t_791660414_9	0814317151m162		1	1
_9~m7217195724	0814317151m162		1	1
_9t162_7911489_9389710811	0814317151m162		1	1
_941m8144591711949	0814317151m162		1	1
t'8627171_93157249	0814317151m162		1	1
t_7911m_9m14t	0814317151m162		1	1
t_79107157249171_914	0814317151m162		1	1
t1818171t1m71	0814317151m162		1	1
t21m1496	0814317151m162		1	1
t07171'8t19	0814317151m162		1	1
m~16257104t041	0814317151m162		1	1
m~1621624	0814317151m162		1	1
m~1624131711438950710	0814317151m162		1	1
m~_9724962_9t171	0814317151m162		1	1
81147271_791171195724	0814317151m162		1	1
4_7911tm07111951	0814317151m162		1	1
417171572316214	0814317151m162		1	1
71157231~14t71131310	0389'8_9_791572971389		1	1
_989914389m_9	038950557138953715131		1	1
8m04t572'8	0389m1310'8		1	1
72_791711_9_971711317171	0_791'857115724572		1	1
71m54545451'8	0_791'857115724572			
389499413131389m71m	0_791'8_7911'8m57272	1		1
1t_972_7915724t57218157231311	0_791'8t57271'8t57271'8t5727171		1	1
71572_90953t9	0_791'8t57271'8t57271'8t5727171		1	1
872315372711_953372	0_79196_9		1	1
71131717171_9m5723131_9	0_79196_9		1	1
457291572_9m5727113'8	0_79196_9		1	1
4372_9t71710	0_79196_9		1	1
7107214_972895572389	0_79196_9		1	1
t57213'849	0_79196_9		1	1
~131711_791m814_9t1t31171	0_791553711572		1	1
7157272_791131'8t03119098	0_79195727131572'8		1	1
_9147217113171721313131'8	0_79195727131572'8		1	1
5723131m71310811m57238938951	0_7911m389451t_9_7912591		1	1
1'872m72_791	0_791814171457249572389	1		1
19171814m3172mt171	0_791_791171t71572811_9		1	1
57271513130m514572	0_791_791171t71572811_9		1	1
727157271814715724~'8	0_791_791171t71572811_9		1	1
1572_9t451572_9t	0_791_791171t71572811_9		1	1
81471513572_9043171_904	0_791_791171t71572811_9		1	1
_79115723171_94071_9_791162	0_791_791171t71572811_9		1	1
_7911718110311tm~	0_791_791171t71572811_9		1	1
31572m7114_9621t04m1	0_791_791171t71572811_9		1	1
31572m7114414389_9_9	0_791_791171t71572811_9		1	1
34~~10_91711_9	0_791_791171t71572811_9	1		1
40814157271_9'8406257214	0_791_791171t71572811_9		1	1
0m814389'81t_962572031572	0_791_791171t71572811_9		1	1
6203157271019_931572m7114	0_791_791171t71572811_9		1	1
71m4257281171m4	0_791_791171t71572811_9		1	1
_9572m5m71389171666	0_791_791171t71572811_9		1	1
t13897147113171	0_791_791171t71572811_9		1	1
m57272~311'871071	0_791_791_791572~1711	1		1
t71147195333729	0_791_791_791572~1711	1		1
_9572m572711t5333372	0_791_791_79157231145724971572		1	1
0_791_791_791_791_791_791711811572	0_791_791_791_791_791_791711811572	1		1
_791254_9311715724	0_79110720572_9t51	1		1
_9_7915724513131'8	0_7911t_92572331714	1		1
3572715723472031143	0_7911t_9_9_79113131'8		1	1
150511'34	0_7910710		1	1
71172311m72389m1711	0_7910710		1	1
m572711572_791372_9t71010	0_7910710		1	1
57115724t_7917134	0_791m4389_91_9		1	1
2_971_92	0_791m4389_91_9	1		1
7157231510m_9	0_791m4389_91_9			
_940417231572711	0_791m4389_91_9		1	1
7149_7911m438925721	0_791m4389_91_9		1	1
72'8710m438901'	0_791m7172_791711_9t145372		1	1
71t194811	0_791m7172_791711_9t145372		1	1
_95728971310817157291311	0_791m713890m319471_9	1		1
57272tm57231317157245724_91	0_79140_9_7911t41t4t		1	1
57115724_9~0t~14	0_79140_9_7911t41t4t	1		1
720717151515721'3	0_79140_9_7911t41t4t		1	1
193891081441t471_985	0_79140_9_7911t41t4t		1	1
171172471t10	0_79140_9_7911t41t4t	1		1
814m5171t44562_971t	0_79140_9_7911t41t4t		1	1
2572m71'8~14389	0_79140_9_7911t41t4t		1	1
2171717157157262_9	0_79140_9_7911t41t4t	1		1
417271081572311	0_79140_9_7911t41t4t	1		1
71149171531072~	0_79140_9_7911t41t4t	1		1
7110t'8t445t_9	0_79140_9_7911t41t4t		1	1
_9_7913315713131389_791	0_79140_9_7911t41t4t		1	1
_90_9572317145372445721t	0_79140_9_7911t41t4t		1	1
_9tm515723_791m51572	0_79140_9_7911t41t4t		1	1
35727271572t7187	0_79140_9_7911t41t4t		1	1
5724~4572719'8557245724572_791	0_791_9_7911t''3	1		1
_7911315727171'8627171071	0_791_94572621t_9'8389711t572		1	1
m1~1_791m4t694754	0_791_94572621t_921434	1		1
m572t31072~372_9171	0_791_94572621t3_91t1	1		1
~131317153157272~~	0_791_9457262~1313171		1	1
m34720714389711457291	0_791t_791572t7114_957241	1		1
0711811'80131	0_791815151572	1		1
_95724971_90406'919	013181457271t1	1		1
_7911315727171'8t57297172_791	0219572720_9m1		1	1
_79157281131081572t0	0~572715mt91810511		1	1
_93157271m191m_9	0~572715mt91810511	1		1
5m_9_791715314_791572m19	0~5572715372		1	1
3890t1t711~1t_791572t_9	0~m572914		1	1
t_7912538940715724t41719	0~71453		1	1
2572m71720107	0319_791572m311572811'81m		1	1
m0m4t57214'8062_9	0319_79103131714499'8		1	1
m572711572717171'8	0319171t715711		1	1
~572710819'87191_9_957272	0319m5724'85727219		1	1
_7911315727171'8t57297172_791	0319m5724m57272~51		1	1
_93105724'8621t171	0319m071t572711t71		1	1
t5727153'8	0319_972_7914931_914	1		1
9572t19m91'8	071151m62_9	1		1
_7911315727171'8t57297172_791	071137271t17188		1	1
57231389572717104	0711m572m711t57234572	1		1
_7911315727171'83153	071181171~57271t1m71		1	1
131917190389	071181157238971572727162	1		1
1810434572_9t5727171	071181157271072~_914	1		1
171133138957243890	07118151714_9_7911m171'	1		1
720407131141_9	0313171557271t04		1	1
t_7911572m17113724m9	031_934'8		1	1
7157271620417141t4071~	031m38951m1389572'8505		1	1
t1572m711389_791t_7910m_911	031m38951m1389572'8505		1	1
57231814711919090'0	0318914891		1	1
91311m0m09m	0318914891		1	1
2047157221	0318914891		1	1
tm4913157249310719	0318914891		1	1
4572t57271454_90t0	03135724_9~1457271711071		1	1
717157247207150	0m5727151572_9t1		1	1
9572t1389389572'834_9_791	0m5727145371		1	1
t_7911572721'834	0m5727116262_9	1		1
572_9_7913117114372315729572	0m57271m5723895724572		1	1
57111710_971	0m57271m5723895724572		1	1
72_7915729'8m0m31t04	0m57271m5723895724572		1	1
91711389013	0m57271m5723895724572		1	1
9m71572t_7911m71_91572_791	0m57271m5723895724572		1	1
0mt0814~572t1	0m57271m5723895724572		1	1
_9_7911313171_9t71172~431	0m57271m5723895724572		1	1
4572t1719710625724389131_9	0m157271572945	1		1
m05724~572t51	0m814389'8957271		1	1
4572t_7911491315727271m3	0m814389'8957271		1	1
t71m~_791171814572721	0m814389'8957271		1	1
_7911315727171'88140t_90	0m814389971157281471			
5711t4171072131714	0m3891t_957117		1	1
95727115723171t57249711572	0m3891t_957117		1	1
3891_9_9131311'8~131317171	0m389314_957241t445t_9		1	1
_m157240'8557271557271572	0m389314_957241t445t_9		1	1
_9m3895727171_9m4	0m389314_957241t445t_9		1	1
_m14t14'83162_7917171	0m389_m454_7911572t_791171		1	1
2134814814171'8_7911315727171	0m134_9t17110		1	1
57231m0_9t627117210m_9	0m34t_79125_9t172		1	1
5m131t04m1m071171	0m34t_79125_9t172		1	1
720m71t417171'0'8	0m34t_79125_9t172		1	1
91389710814814372713145	0m34t_79125_9t172		1	1
1m1317190~t07111	0m34t_79125_9t172		1	1
8144m9572m15724	0m34t_79125_9t172		1	1
3897157272172_791572720_9	0m34t_79125_9t172		1	1
21t531572~_79171t	0m34t_79125_9t172		1	1
3157237157104472_7911319	0m34t_79125_9t172		1	1
7113371m047125	0m34t_79125_9t172		1	1
71572915724t~171_9t14	0m34t_79125_9t172		1	1
_9t16262_79114mt3	0m34t_79125_9t172		1	1
t_7911572m1t7117113	0m34t_79125_9t172		1	1
m389317172714t_7911572	0m34t_79125_9t172		1	1
m389317171141	0m34t_79125_9t172		1	1
710_9_79111'871181572_9	0m34t_79125_9t172		1	1
389m51_9081472719034572	0m0997113894_9		1	1
5729151_91531389m491	0m01~m481		1	1
5722050m190	0m01~m481		1	1
572318147119471572~0	0m01~m481		1	1
57271710_9_791719	0m01~m481		1	1
51m505721389519104	0m01~m481		1	1
91311m0m09m	0m01~m481		1	1
1m1445724~40	0m01~m481		1	1
8145572m138950711	0m01~m481	1		1
81403153191715724	0m01~m481		1	1
_7915727162_791713171	0m01~m481		1	1
2047157221	0m01~m481		1	1
m572~572m572'8247101	0m01~m481		1	1
031m05572431572	0m01~m481		1	1
_9171m572_791_9m1t_791	0m01~m481		1	1
08m_9572814711t17119_	0m0389131031572		1	1
_7911315727171'871572814572131572	089_9t5728145727171625721		1	1
t7113131'8620t14t157231	0m4t057272_791172~		1	1
04572_791m4720957271	04572_791m4720957271	1		1
_7911315727171'8m494	0457217141t_79171715724		1	1
_7911315727171'8m72m572_79104	0457271t_9720m472131		1	1
_7911315727171'8t57297172_791	049572414_9415		1	1
4572313171814710389m0711	34'87231572_9_971'8589			
34t1	34'8m57271~19	1	1	
3723131_7911m97114	348141_9_791t4051t72_791		1	1
8141572713171_97110t	348141_9_791t4051t72_791		1	1
57271455711721	34389711572t5572_9t572719		1	1
1t_9572_9_791533372	34389711572t5572_9t572719		1	1
89472_79117199508	34620~1081171		1	1
3897157271_7910m_9177	34t04tm71t311	1		1
310811m2259311	34714389	1		1
6272t172_79157249389572m14389	04814171157249171_9	1		1
t_79117171145723893893471	034_9104	1		1
1471172_791m14t'8'8	04317172_7915724931171	1		1
1m4199'81t	04t_7915723104		1	1
4513371513131	04t_7915723104		1	1
72_791711_94m57272	04t_7911814171_9t957271'81	1		1
90m034__89451	04t_7911389025727205	1		1
2m_9t724t72_791m1	04710m71t_7917134	1		1
m71_791m389_79171m1_9t572~1	04710m71t_7917134	1		1
729m53~1	494949'89051572	1		1
271_913137240	0621572915572420		1	1
715729572711814	0621572915572420		1	1
4'8_m454m1572_791	0621572915572420		1	1
5729572m5722894m	0621491m072715727271	1		1
57240t_79117138971454	0621491m072715727271	1		1
t_79117171572_95'811	062171572t134572389311		1	1
_7911315727171'8t57297172_791	0628145728171t713171		1	1
710m4389'8t_791m389'88145724'8	0621572t1t157271_9	1		1
9131t'89131t572	062t0m1_9t172~~		1	1
315729710814_791157271t_9'8	062m3114t_96231149071		1	1
20_791433104	0712531317181457272t071	1		1
~572t17114181471172_791	0711572457247131	1		1
57234t1717171	071t13m03411		1	1
3108145620372_79104t572	071t13m03411		1	1
715723891713138907271572371	071t13m03411		1	1
3890430'015'1	0_9372718141714572491362		1	1
_7911626271_94572m6271572t	0_937271572m717271044			
_7911315727171'8t57297172_791	0_91'8_9m572811		1	1
2572_904m57271t141399	0_907271m91		1	1
3104971717140	0t444m629572t71	1		1
5727115724572711m6214	0t81425727222504		1	1
571193891t	0t81425727222504		1	1
721721711533721'3	0t81425727222504		1	1
389572m13_9572m5724t_7915372	0t81425727222504		1	1
~53372314515	0t_791171_99m5_9t162		1	1
13_9	0t_791171m'3	1		1
~m71t038931m~5723895724	0m3893572_7914		1	1
72_791m72~3960	0mt8147104t31	1		1
9572811995728119_9037231	0mt8147104t31	1		1
_7911315727171'84	0mt3157249171'8_9t572713	1		1
m131572341'8t711720t	0mt3157249171'8_9t572713	1		1
0mt31572491711t5723171	0mt3157249171'8_9t572713	1		1
m1t316257231572330	0mt31572491711t5723171		1	1
m572711'88147113890711_91	0mt_9620~1445		1	1
_7911315727171_945724~414_9	0m81711331172_791514	1		1
_7911315727171'8t57297172_791	0815190'87271t		1	1
_7911315727171'8t57297172_791	045721438931714947104		1	1
2m711531572~1'3	04143157271_904'8	1		1
_9t162_79181341m14903	0471'8389071		1	1
9181~572071m	0415171	1		1
57231710t723181	62'80317172162_7915723171		1	1
51t_791572471_7915723131913	62'80317172162_7915723171		1	1
51727157245727157299'6	62'80317172162_7915723171		1	1
53181~57199	62'80317172162_7915723171		1	1
571m_79157181_791571m_791	62'80317172162_7915723171		1	1
72_791711_9'8_791172'8	62'80317172162_7915723171		1	1
7208148141472mt145	62'80317172162_7915723171		1	1
9157231m6295728119	62'80317172162_7915723171		1	1
13115724071'8572m1711372	62'80317172162_7915723171		1	1
18117131051389	62'80317172162_7915723171		1	1
38971498171'8549t71	62'80317172162_7915723171		1	1
_791m43895727115724'850198	62'80317172162_7915723171		1	1
1t_95157243729m_791	62'80317172162_7915723171		1	1
214344581471199	62'80317172162_7915723171		1	1
201315572m5131572	62'80317172162_7915723171		1	1
m1_95724t_7917106217114572	62'80317172162_7915723171		1	1
t0572_9t7131072_9	62'80317172162_7915723171		1	1
m389_791~572711m1	62'80317172162_7915723171		1	1
81572343131572_97214t190	62'80317172162_7915723171		1	1
7105315333	62'80317172162_7915723171		1	1
071t53729	62'871572m1711314		1	1
0_93727191625723'1	62'8t711333145		1	1
490_79138955371	6253333'8		1	1
572497114811313157219	6253'840		1	1
5171t131713899572471	6253'840		1	1
_962171135723114'8	6253'840		1	1
t445tm5727172_9t171	6253'840		1	1
2071~414	62533109131315313131572		1	1
38913891m051	6253310172m572710349		1	1
572389389_791_79115171	62533149'8_7913471		1	1
57271513157262_7915724t	62533149'8_7913471		1	1
720m71572971621721	62533149'8_7913471		1	1
95721572'895721_9519	62533149'8_7913471		1	1
8141m572311571193891	62533149'8_7913471		1	1
310m57271450318	62533149'8_7913471		1	1
m713113431_9	62533149'8_7913471		1	1
62157272_7917171~17271	62533149'8_7913471		1	1
71072131171_9_9	62533149'8_7913471		1	1
t_791141471071~531819	62533149'8_7913471		1	1
81172t0711572271m13	62533149'8_7913471		1	1
53103894572tm71389711t3	6253049007	1		1
572m79572m_9t14	6253_9'8_9m57230	1		1
9904081572434	6253_9t531m171715724		1	1
t71m5_9_791572411	6257299715711389389_9			
90m531190449m72~	625723897114		1	1
72_791572_919572317171717171	62572389m1t171		1	1
7171711531	6257213891'8'8m572_9t171		1	1
_9m313171_791m389_9	6257213891'8'8m572_9t171		1	1
38915171389151714155'	6257213891624931100	1		1
72711_91_9_791895724	6257214t38971572m	1		1
_7911315727171'8t57297172_791	62572171031572131		1	1
116'83891572720534	625722572m572_9044	1		1
0_9372718141714572491362	625722572710620711t1720	1		1
20_9512m3171	62572315729147207141711572	1		1
72625729389172m071711_9	625723110tm71~171		1	1
_9t_9624627172tm31_9572	62572m57114~		1	1
9m624_7911711	62572m72m62372~71		1	1
t_79113897171315728147157219	62572m72m62372~71		1	1
103114t	62572m1315728147157247271372		1	1
50_79105m991_9t	62572m1315728147157247271372		1	1
20_9_791m572_9_791m31t3	62572m1315728147157247271372		1	1
m57271t_791572_9m57271t_7915372	62572m1315728147157247271372		1	1
711311717118114	62572m1315728147157247271372		1	1
4162'8m~71181171624931	62572m131572_955723131		1	1
~711_9'8~710_9_9'4	62572m389814m		1	1
071181157272496217189	62572mt040t_79171		1	1
40t1721572_91462t71	625724572m5372m1711372		1	1
5138938995729971719171_9	62572472_79149710_9572_9		1	1
90414_98490	62572472_791081131315729999	1		1
~0m5727141_9t_9	62572343441814	1		1
625720315727102572_9720894	62572031572'87102572_9'8_791	1		1
95333721_971'8'8	6257203153034t53372		1	1
m723108114'82537271	6257203153034t53372		1	1
62572m3153372'86217113	6257203153034t53372		1	1
3m3895726603	625720315727102572_9720894		1	1
2m_9tm1625728971	6257262572372_9_984		1	1
_7911711t_9257272~71	625726215572318114		1	1
57271'841_91	625727157272_791mt162572621			
7271572371_914471	625727157272_791mt162572621	1		1
627114721357281104'8	625727157272_791mt162572621		1	1
4_7911t'8713893	625727157272_791mt162572621		1	1
57231181572311'014	625727157291_91'8503890t572		1	1
5728114'8503890t572	625727157291_91'8503890t572		1	1
372m57231t17146	625727157291_91'8503890t572		1	1
31572t14'87172071t_9	625727157291_91'8503890t572		1	1
71171716507	625727157291_91'8503890t572		1	1
_7911315727171'8710_9113	625727157291_9162172t		1	1
5571m57271t134	6257271572m172_791131311			
2134814814171'8_7911315727171	6257271572m0713895729572		1	1
2134814814171'8_7911315727171	6257271572m07135720			
35726262'8'8'8	6257271904m71t572~1	1		1
97''8834	6257271_791572m91711~'3	1		1
_791572815724572'8531m14	62572711172_7911_m1		1	1
71057134_9m7138957231	62572711172_7911_m1		1	1
7157272_7911311970	62572711_9257272~_904	1		1
372_962572719m3131537271t	62572711_971181514		1	1
m14_791572131	62572711_9_93157271_9m7181457281		1	1
t171715305	6257271~1719'8	1		1
t40m1311t04171	6257271~171m03131071	1		1
1t_9~~~572t	6257271~_957249711724572	1		1
_9t7145t41_91'81t	62572713113'8m1'84t07171		1	1
_9t162_791146231m4971	625727171'87109971		1	1
3157219557272~'831m~1'8	6257271711_94531		1	1
513891714901	6257271t1~57272_791m		1	1
72_7911'82181481471171	6257271t1~57272_791m		1	1
_9062_7915m7171	6257271t1~57272_791m		1	1
m_791m5723895723171	6257271t1~57272_791m		1	1
81_9531313113106213'8	6257271t71711~225t_907		1	1
5727157272131710_9m45372	6257271t71711~225t_907		1	1
572m9715181417114	6257271t71711~225t_907		1	1
53171_9_9814m3131	6257271t71711~225t_907		1	1
372711_9572m0721711	6257271t71711~225t_907		1	1
389711t72_79114m5723172031m	6257271t71711~225t_907		1	1
m5723171911572	6257271t71711~225t_907		1	1
_971944537271140	6257271t71711~225t_907		1	1
_971m047141m_9	6257271t71711~225t_907		1	1
81172t071157245138957249	6257271t71711~225t_907		1	1
4'805_791	6257271t71711~225t_907		1	1
3724t'8t062'891_9	62572_9t5726262		1	1
m_9_972	62572_9t62m491t7171	1		1
101_93	62572_9t711711		1	1
572m1711372401776	62572_9t711711		1	1
57171_97201	62572_9t711711		1	1
72_791572_9_7911971172~	62572_9t711711		1	1
1572m~m71t57272m_9	62572_9t711711		1	1
m1t71t572710_9_9572	62572_9t711711		1	1
621572721517199	62572_9t711711			
711572317231157271072	62572_9t711711		1	1
_9572491_9177	62572_9t711711		1	1
_91_9t09	62572_9t711711		1	1
t15'016	62572_9t711711		1	1
t03471t4	62572_9t711711		1	1
317119572_9_m572711	62572_9t711711		1	1
57115724711513171104	62572_9t717157299172t	1		1
1_9531572111	62572t57249_9tm	1		1
2120_91'4	62572t72_7910_7910m711_79157241	1		1
m5727171171t445t_9	62572t171721625723191	1		1
_7911315727171'871572814572131572	62572t181481411		1	1
8147145t04430	62572t7117214572t5727145	1		1
571572971713t	62572t71172~'88141413104	7		7
_904081431m71m572_791	62572t71172~71_m1	1		1
t711434t57289_9172	62572t7110t172'8m1	1		1
57231141_957271t71	62572t_957262_7915723893890t		1	1
5724389131711431	62572t_957262_7915723893890t		1	1
25372717145m	62572t_957262_7915723893890t		1	1
t417281471171	62572t_957262_7915723893890t		1	1
_m4548145504'm1	625727271172	1		1
_90m31814m3131'8'8	625727271_9m1971		1	1
71572717171_9_7911313131	62572t7171072~3m71407131		1	1
5727116257231m17110	62572m31'891963		1	1
51714572719m721319044	62572m31'891963		1	1
62572m31~1966	62572m31'891963		1	1
_91m04720471071	62572m311_914389_791		1	1
2m71453729'1'8716	62572m318'48		1	1
~7131171572727210	62572m318'48		1	1
7114957238957271711_9_9	62572m318'48		1	1
t0m19m049_9'	62572m318'48		1	1
20531811t572711	62572m3157215514453		1	1
531620_9t1711	62572m31572m20_7914_9		1	1
_91m14031151	62572m315138957231572	1		1
5729_91991	62572m311m517171		1	1
57231m4_791m389_791719'5	62572m311m517171		1	1
57249711438909_913131	62572m311m517171		1	1
5138955729_791147171	62572m311m517171		1	1
72_7911717171389m71t	62572m311m517171		1	1
7231572m955727171572_9	62572m311m517171		1	1
957243895314	62572m311m517171		1	1
95728119m1717113131'1	62572m311m517171		1	1
_79157249_90m1'831572313171	62572m311m517171		1	1
162269	62572m311m517171		1	1
171~_791m9_904	62572m311m517171		1	1
~572957262t071	62572m311m517171		1	1
317145m494	62572m311m517171		1	1
m571572_95724572	62572m311m517171		1	1
m17114957271572t4572_9m71	62572m311m517171		1	1
055310m081819'	62572m311m517171		1	1
071181157272496217189	62572m311m517171		1	1
621t171'84499_9	62572m311m517171		1	1
7103891714m572t_79114	62572m311m517171		1	1
