Source	Target	@mention	retweet	Weight
kmasshederrigby	jfreewright		1	1
kmosetti	mike_pence	1		1
knaubbilly	abc7newsbayarea		1	1
knaubbilly	realdonaldtrump		1	1
knauerdoch	cher	1		1
knowlton_paula	washingtonpost		1	1
kobe_bynum	blisstabitha		1	1
kobe_bynum	byamberphillips		1	1
kobe_bynum	sensanders		1	1
kobelawrence_41	stevekopack		1	1
kodiak149	sjredmond		2	2
kodyallenestep	youtube	1		1
kombiz	markos		1	1
konokishibe	caseygerald		1	1
koracincarol	sopandeb		1	1
koriwasinger	guardianus		1	1
korneliareed	woodjl68		1	1
koryonce	myleik		1	1
koukilook	europe_israel		1	1
koverptw	abc		1	1
koverptw	cnn		2	2
koverptw	cnnbrk		1	1
koverptw	newshour		1	1
koverptw	nytimes		1	1
koverptw	qz		1	1
koverptw	thehill		2	2
koverptw	usatoday		1	1
koverptw	washingtonpost		1	1
kowal14820	chateauemissary		1	1
kowal14820	jackposobiec		1	1
kpheaney	charles_gaba		1	1
kraftomatic	katiecouric		1	1
kravdogpolitics	kamvtv		1	1
kreimhild	latestoutrage		1	1
krhawkins5	pgeddington		1	1
kriklersteve	indy100		1	1
krisbrbr93	dbloom451		1	1
krisbrbr93	hectormorenco		1	1
krishanabhavan2	textporns		1	1
krisholcomb	georgetakei		1	1
krissikeppler	ten_gop		1	1
kristen61555019	lindasuhler		1	1
kristianharstad	russianembassy		1	1
kristinshake	nprpolitics	1		1
krisvelasco8	williamjordann		1	1
kstork48g	newtgingrich		1	1
kubasiak_david	fairimmigration		1	1
kumarkush2001	textporns		1	1
kumpelisjonette	morninggloria	1		1
kurtbali	mattmfm		1	1
kurtbali	mattyglesias		1	1
kurtbali	thehill		1	1
kurteichenwald	jamierjn	1		1
kutch1776	danscavino	1		1
kvconstant	theweek	1		1
kvetcher_the	nycmayor		1	1
kvg1988	dineshdsouza		1	1
kvg1988	jackposobiec		3	3
kvg1988	jasonmillerindc		1	1
kvg1988	latinaafortrump		1	1
kvg1988	mitchellvii		3	3
kvg1988	mtracey		1	1
kvg1988	scaramucci		1	1
kwe1018	surfermom77		1	1
kwe1018	ten_gop		1	1
kylarodger	abcpolitics		1	1
kyleprice230	mollyday15		1	1
kyleraccio	peterdbartolom1		1	1
l31ackw00d	dailymail		1	1
l82be	biancajagger		1	1
l82be	pmagn		1	1
l111975	robby525		1	1
la700	bfraser747		1	1
la700	bigstick2013		1	1
la700	vernonbush8		1	1
la_cates	jackposobiec		1	1
ladislaor1	dolartoday		1	1
ladplemsy	kinghillwriter		1	1
lady10314	caro_phill		1	1
lady10314	kurteichenwald		1	1
lady10314	mmpadellan		1	1
lady10314	newslycaness19		1	1
lady10314	politisphere1		1	1
lady_kamz	time		1	1
ladyaiam	marlownyc		1	1
ladyarmysgt	reuters		1	1
ladybret	matherdf15eagle	1		1
ladyglenchicago	nycmayor		1	1
ladyhanou	lolgop		1	1
ladync	bostonjerry		1	1
ladyvaletta	charles_gaba		1	1
lafloran	kylegriffin1		1	1
lagowskishann	c0nvey	1		1
lahautj	climatecentral		1	1
lahautj	joshua__frank		1	1
lahautj	robinhoodtax		1	1
laheythomas	sahilkapur		1	1
lain_motoko	cher	1		1
lakebrinkjoan	motherjones	1		1
lalder11larry	bfraser747		1	1
lalinnx	ericwolfson		1	1
lalo27sergio	robschneider		1	1
lamaketu	1001ptses		1	1
lamb_burrghini	observer		1	1
lamelga	c0nvey	1		1
lamonica	realdonaldtrump	1		1
landolfi	brasilmagic		1	1
landolfi	eileendefreest		1	1
landolfi	honey17011		1	1
landolfi	puppymnkey		1	1
landolfi	ronda524		1	1
lantz_kael	playstrumpcard		1	1
lapajamas	adamaddict		1	1
lapinolegg	rt_america		1	1
laprofe63	funder		2	2
laprofe63	robinsmessing		1	1
laprofe63	thebaxterbean		1	1
larissa9779	a_greenberg		1	1
larrybriggs	da_stockman	1		1
larryc2988	concealncarrynt	1		1
larryc2988	crossbearer1956	1		1
larryc2988	denbowdonnie	1		1
larryc2988	jimmyg_415	1		1
larryc2988	superyayadize	1		1
larryhealy4	wpjenna		1	1
larrypinkprint	urfavandtrump		1	1
larrypmcdonald	mtracey		1	1
larryvillelaw1	pjmedia_com	1		1
larsonkellie	republicanpunk		1	1
laselectaes	youtube	1		1
lasesana	nytpolitics		1	1
latinocounilonm	nbclatino		1	1
laugums_	nattjager	1		1
lauradiaz72824	smickable		1	1
lauradoakley	coslive		1	1
lauramaki25	sensanders		1	1
laurasa07262575	funder		2	2
laureljewelry	georgetakei		1	1
laurelsmediamax	cnnpolitics		1	1
laurelsmediamax	washingtonpost		1	1
laurengural	davebernstein		1	1
laurenklinker	beautygiris		1	1
laurenn_hopee	bestproadvice		1	1
lauriec96612019	betsy_rioter		1	1
lauriec96612019	cookietpa		1	1
lauriec96612019	jamilsmith	1	1	2
lauriecheers	trippeduplife	1		1
lauriegnyt	nytnational		1	1
laurienotlori1	a_net94		1	1
lauriesimonds	the_trump_train	1		1
lauriespoon	stephenmoore	2		2
laurine3215	funder		1	1
lavenduhh	beautygiris		1	1
lawdog_emeritus	jackposobiec		1	1
lawexpert	atrupar	1		1
lawinspiring	asucollegeoflaw	1		1
laws23	paul_lander		1	1
lawsonbulk	ringoffireradio	1		1
lax_islife16	youngadolf_		1	1
lays16708974	textporns		1	1
lazybone0203	hiddencash	1		1
lblairhrc	jaketapper	1		1
lbljm1	gerfingerpoken2		1	1
lbljm1	mitchellvii		2	2
lbljm1	moveforwardhuge		1	1
lbljm1	toddeagen	1		1
lbridges1212	debramessing		1	1
lbridges1212	joemygod		1	1
lbridges1212	markos		1	1
lchillll	complex		1	1
lchillll	skejayrogers		1	1
lcsheets	sjredmond		1	1
ldb123456	sandyis4trump		1	1
ldifelice	wsjpolitics		1	1
ldm_beachgirl	captainslog2016		1	1
ldm_beachgirl	erikbransteen		1	1
le_hasard	nissone	1		1
leah_cole101	birbigs		1	1
leahcoconuts	trumpmusicals		1	1
leahshamailov	davebernstein		1	1
learningvt	billmoyershq	1		1
learningwestciv	kausmickey		1	1
lecroyellana	2alaw		1	1
lecroyellana	dcexaminer		1	1
lecroyellana	lilagracerose		1	1
lecroyellana	realdonaldtrump	1		1
leefrog3	mitchellvii		1	1
leftgear	rethinkthepink1	1		1
leftonpost	rwneilljr		1	1
leftup2us	wpjenna		1	1
leisa1d28	danscavino		1	1
leligrelovekill	jeannieg40		1	1
lemmertrent522	dragonforce_one		1	1
lemnosalt	afreedma		1	1
lemzia	banalretort		1	1
lenagayle	worldnetdaily		1	1
lenardgamergate	theralphretort		1	1
lenoraj16	europenextyear		1	1
lenoraj16	mark_stephens21		1	1
leoiphen	youtube	2		2
leoluminary	mtracey		1	1
leonardfaraday	npr	1		1
leonardkl	farrahfazal		1	1
leonedelia	pwmartin		1	1
leostamillo	businessinsider		1	1
leoxonit	realdonaldtrump	1		1
lesiaanna	hope012015		1	1
leskolori	speakerryan	1		1
lesliegildart	debramessing		1	1
lestergas	ed_miliband		1	1
lestergas	georgetakei		1	1
lestergas	honey17011		1	1
letap1211	textporns		1	1
leticia17922167	onlykaty		1	1
leticia17922167	plhalter08		1	1
leticia17922167	puppymnkey		1	1
leticia17922167	rwtquotes		1	1
leticia17922167	winegumlady		1	1
letimunoz0004	foxandfriends		1	1
letimunoz0004	gerbikungfu		1	1
letimunoz0004	jasonmillerindc		1	1
letimunoz0004	lifezette		1	1
letmesharewithu	politico		1	1
lets_tweet01	textporns		1	1
lettieocean	earthquakedgirl	2		2
leveluptothesky	kylegriffin1		1	1
lewisno1fan	ezlusztig		1	1
lewiswade35	theralphretort		1	1
lexied999	88_truth16		1	1
leyles7	davebernstein		1	1
lfkraus	davidmackau		1	1
lgrosscoach	markos		1	1
lib_bon	forq2		1	1
liberalphenom	lisabloom		1	1
liberaltalknpts	stopnuclearwar		1	1
liberaltalknpts	thefix		1	1
liberty_ally	kfaq		1	1
libertylover12	weknowwhatsbest		1	1
libraryben	duluthnews		1	1
licia2hot4u	huffpostcomedy	1		1
licia2hot4u	reuters	1		1
liee4trump	jackposobiec		1	1
liee4trump	mikehimsworth		1	1
lieueitak	debramessing		1	1
lilani_lilani67	sowithher		1	1
lildg54	buddy_dek		1	1
lildg54	daniellemuscato		1	1
lildg54	dcexaminer		1	1
lildg54	latestoutrage		1	1
lilianaa_x5	kafostersowell		1	1
lillybynn	torysmasher		1	1
lily_v_shtupp	taylorlorenz		1	1
lincolnkingpin	mitchellvii		1	1
lindaco74692732	jenniferjjacobs		1	1
lindaco74692732	seanspicer		1	1
lindaeemnc	johnjwillard		1	1
lindaki61072348	pasnuby		1	1
lindana	breitbartnews	1		1
lindaortizprice	danabrams		1	1
lindaquackenbus	jackposobiec		1	1
lindarockey52	jengranholm		1	1
lindarose524	mediaite		1	1
lindarose524	nycmayor		1	1
lindarose524	politico		1	1
lindsey_amc	magger		1	1
lindssboch	whitmerthomas		1	1
linpoint	bauervanstraten		1	1
lirpahen	maneatscereal		1	1
lisa598_x	lexi4prez		1	1
lisa_ahn	eosnos	1		1
lisa_bax	kurteichenwald	1		1
lisa_dewberry	business		1	1
lisacharlanza	stonzmgmt	1		1
lisajnc1951	democrat_4trump		1	1
lisajnc1951	jasonmillerindc		1	1
lisajnc1951	kingaj40		1	1
lisalulutweets	juddapatow		1	1
lisalulutweets	nbcnewyork		1	1
lisalulutweets	sophiabush		1	1
lisamoraitis1	funder		1	1
lisamoraitis1	g_mccray		1	1
lisamoraitis1	lrbitisnot		1	1
lisasmithreed	georgetakei		1	1
lisastokke	womeng4hillary		1	1
lissalander2	debramessing		1	1
lissaliss_	freeyourmindkid		1	1
litourguide	allenwest	1		1
littlemzprlss	lenniejarratt		1	1
littlezehr	derekwillis		1	1
liverpotlian	amy_siskind		1	1
liverpotlian	lisabloom		1	1
liveyoung31	salon	1		1
liviapolise	redistrict		1	1
liyahconda	globalgrind		1	1
liz_zze	sensanders		1	1
lizhump77	huffpostcomedy	1		1
lizrocks606	mattmfm		1	1
lizschmidt3	theenergytosave	1		1
lizsmithtweet	juddlegum		1	1
lizwill99	russian_starr		1	1
lizzayybet	7evensofuego		1	1
ljanem	adamparkhomenko		1	1
ljb630	mmpadellan		1	1
lkkash	usatoday	1		1
llanes__lax	bfraser747		1	1
llindalu	breitbartnews		1	1
llindalu	tedcruz		1	1
llmaranya	business		1	1
llsakaybaggs	risetoflyy		1	1
lluisdt	propublica		1	1
lluuke	theikonoklast		1	1
lmartincheck	elizasoul80		1	1
lmarytweets	mmpadellan		1	1
lmipbye	biuk_finance	1		1
lmk_mn	kurteichenwald		1	1
lmm1952	kurteichenwald	2		2
lnuyen	juddapatow		1	1
lnuyen	nymag		1	1
loba_femme	hirokotabuchi		1	1
lochnerwalter	adamparkhomenko		1	1
lochnerwalter	dovewoman1		1	1
lochnerwalter	funder		1	1
lochnerwalter	kylegriffin1		1	1
lochnerwalter	mattmfm		1	1
lochnerwalter	sopandeb		1	1
lockedkingster	therabbithabbit	1		1
loftis299	funder		1	1
logic_avenger	coton_luver		1	1
lolgop	nationalmemo		1	1
londonbel0w	lolgop		1	1
londonrevival1	memesuppiier		2	2
longblackline	dineshdsouza		1	1
longislander57	deathandtaxes		1	1
longislander57	vickscan		1	1
longislandtonv	huffpostpol	1		1
looavuiweather	mtracey		1	1
look_see_think	bernpress		1	1
lookatthecloud3	rod11		1	1
lookoutcoffee	jonathanchait		1	1
loplatinum	koooptoofunny		1	1
lordoflords4	youtube	1		1
lorelle_brazeau	mike_pence		1	1
lorelle_brazeau	pamela_moore13		1	1
lorelle_brazeau	surfermom77		1	1
lorenzoq	cattywammpus		1	1
lorenzoq	joyannreid		1	1
lorinda1434	mitchellvii		1	1
lorinda1434	prisonplanet		1	1
lorinda1434	the_newright		1	1
lorirothman	foxbusiness		1	1
lorramark	funder		1	1
lorramark	imnikiturner		1	1
lorramark	politicususa		1	1
lorri66803314	michelle4trump	1		1
lostincbus	libertybritt		1	1
lotfigaied	cnn		2	2
lotfigaied	libe		1	1
lottieshed	charles_gaba		1	1
lottieshed	dannyzuker		1	1
lou_antoni	katiecouric		1	1
loud_mouth_soup	davebernstein		1	1
louddictator	matthaig1		1	1
louisanow	girlsreallyrule		1	1
louiseflrt211	futalors		1	1
louisestompor	iftaft		1	1
love_icydelight	nikshmatko		1	1
love_icydelight	the_trump_train		1	1
love_leeford	textporns		1	1
loveablekiki	jackposobiec		1	1
loveablekiki	theralphretort		1	1
loveakindman	democracynow		1	1
loveakindman	thekareem		1	1
lovedbydennis	mitchellvii		3	3
loveelanee	shaunking		1	1
lovegroup13	textporns		1	1
lovemyscionfrs	bornmiserable		1	1
lovemyscionfrs	themichaelrock		1	1
lovepeoplejo	funder		1	1
lover_park123	textporns		1	1
lovesdogsmuch	joyannreid	1		1
lovesecret0401	textporns		1	1
lovessbux	thedemocrats		1	1
lpmmontagnon	heifer109		1	1
lpnola1	salenazito	1		1
lpotts26	arnews1936		1	1
lrawli	capitolalert		1	1
lrbitisnot	lrbitisnot		12	12
lrubier	latinaafortrump		1	1
lscott57	alexrossmusic	1		1
lsi_france	luxewritergirl		1	1
lsosis	kingbroly		1	1
lsoto13	debramessing		1	1
ltn_noticias	lasillarota		1	1
ltwlauren	thehill		1	1
luci_very	_makada_		1	1
luci_very	bfraser747		1	1
luci_very	danscavino		1	1
luci_very	gatewaypundit	1		1
luci_very	trumpmovementus		1	1
luciana43187733	c0nvey	1		1
luckyginnie3	annmacnaughton		1	1
luckyginnie3	debramessing		1	1
lucretiafalls	scaramucci		1	1
lucygjackson	amy_siskind		1	1
lucytaylor16	alternet	2		2
ludacristiano	realdonaldtrump	1		1
ludde79	yamiche		1	1
luevanodany	mirandasings		1	1
luisguchavz	lapolaka		1	1
luismachadount	dolartoday		1	1
luismeling	robschneider		1	1
luismhaehnel	lanacion	1		1
luke_sw2	orwellforks		1	1
lukeftmie	dragonforce_one		1	1
lukeskypimpin	thehill		1	1
lukeyankeefan2	jackposobiec		1	1
lulu__lulz	kafostersowell		1	1
lunaandmom07	votehillary2016		1	1
lundgren_ritva	washingtonpost	1		1
lungile_nyathi	foxnews		1	1
luntient	mirandasings		1	1
lusterbusterr	tariqnasheed		1	1
luvauntyruth	mattmfm		1	1
luvmy4durans	nprpolitics		1	1
luvmysneaks	bostonglobe		1	1
luvmysneaks	nycmayor		1	1
luvsrotts	kittycoyne		1	1
luzrome41327065	justiciacas		1	1
luzuko9	kingwole		1	1
lweide1	georgetakei		1	1
lxrd_thuqqist	beautygiris		1	1
lyabeer	bennydiego		1	1
lycamacho1970	paracomedian09		1	1
lydililly	bcappelbaum		1	1
lydille	gilles_lebreton		1	1
lyn_samuels	fawfulfan		1	1
lyn_samuels	keitholbermann		1	1
lynnadrienn	alecbaldwin	1		1
lynneguire	ananavarro		1	1
lynneh783	votetrumppics		1	1
lynnie5155	saamprater	1		1
lynnroe52	nytimes	2		2
lynquest	lenoretaylor		1	1
lzaychelou	kurteichenwald	1		1
lzion	alexrossmusic	1		1
lzipher	davebernstein		1	1
m3tros3xualbred	thezandernator		1	1
m4vi0x	drmartyfox		1	1
maavang60	scottirwinui		1	1
mabukon	carlantoine		1	1
macgupta123	acorn	1		1
mackenziebilv	robdelaney		1	1
maco_nix	civilwarbore		1	1
madagasp	jasonmillerindc		1	1
madam____im__ad	business		1	1
maddezmom	matthewjdowd		1	1
madeleineander9	funder		1	1
madelinemrowan	allenwestrepub		1	1
madelinevardell	robferdman		1	1
madfashionista	funder		3	3
madirusselll	cool_as_heck		1	1
madnonna	crystal1johnson	1		1
mae1947	joyannreid		1	1
maestraoogway	salon	1		1
mafamp_	cnnpolitics		1	1
maga00036	misslizzynj		1	1
magannohate	bunkerwsmith		1	1
magannohate	kamvtv		1	1
magannohate	latinaafortrump		1	1
magannohate	vivalaames		1	1
magaplease	foxnews	1		1
maggiebmonahan	steveweinstein		1	1
maggyw519	ablacktweeter	1		1
magicmanarthur	bruceglick	1		1
mahimarani21	textporns		1	1
maibraina	foxnews	1		1
maigreym	joyannreid		1	1
mainstreetmuse	ggasp		1	1
makeupcamoglrl	mollyday15		1	1
makyahs__og	liz_nwll		1	1
malaiknmecrazy	burgerandfryes	1		1
malasadasbooks	blakehounshell		1	1
malinz_	businessinsider		1	1
malinz_	egyindependent		1	1
malinz_	time		1	1
malkamelanie	danscavino		1	1
malleussports	bfraser747		1	1
malleussports	lvnancy		1	1
malleussports	merry__can		1	1
malleussports	patriot_ink		1	1
malleussports	rednationrising		1	1
malleussports	roycan79		1	1
mamacorin	cwarzel	1		1
mamacorin	theeconomist	1		1
mamaslavv	fige1000		1	1
mamiibree_	cliffbreazzy		1	1
mamoobonnie	fawn_mac		1	1
manana123isme	manana123isme		1	1
manana123isme	sarahkendzior		1	1
mancjules	indy100		1	1
mandysolar16	feministculture		1	1
manfieldpeter	spev10		1	1
mangle40	foxnews		1	1
manish_vij	annehelen		1	1
manmet80	kurteichenwald		1	1
manmet80	lolgop		1	1
manmet80	paulwaldman1		1	1
manmet80	plantflowes		1	1
manmet80	vabvox		1	1
manniemforever	jackposobiec		1	1
manniemforever	judyrademacher2		1	1
manniemforever	mitchellvii		4	4
mannyj8	timgw37		1	1
manson_fx	conrad_brean0	1		1
manuelfdez23	eldinerodo	1		1
manuelochoa_	abc		1	1
mapaquet	katiecouric		1	1
maragold12	barrynmooch		1	1
maragold12	govmikehuckabee		1	1
maragold12	mitchellvii		2	2
maragold12	prisonplanet		1	1
marcapolitica	marcapolitica	2		2
marcboe	hawkinsusa		1	1
marcdavidgaudry	foxbusiness		1	1
marcdavidgaudry	foxnews		1	1
marceld10	murphypetern		1	1
marcialoft	sensanders		1	1
marco_j1s	thedailyshow	1		1
marcoos	slawrites		1	1
marcylynn226	funder		1	1
margaretconover	hlconover		1	1
margedemillora	margedemillora		1	1
mariaeu13	eluniversal		1	1
mariaharrigan	politico_media		1	1
mariaisabel310	debramessing		1	1
mariano965	johnnydollar01		1	1
marianoplanells	monomacojm		1	1
maribeldelrosa	julian5news		1	1
mariebayarea4	charlesmblow		1	1
mariebayarea4	debramessing		1	1
mariebayarea4	natespuewell		1	1
mariejenkins10	jeremyschulman		1	1
marieverona661	defencebrief	1		1
marigotc	dannyzuker		1	1
marilocosta1	funder		1	1
marilocosta1	juddlegum		1	1
marilocosta1	slate		1	1
marina_ilona	ntvde		1	1
marina_ilona	sz		1	1
marinadorito	funder		1	1
marine_atallah	phrases2nekfeu		1	1
marionlawless	nycmayor		1	1
marionlsx	colorfuimind		1	1
mariyaalexander	elizasoul80		1	1
marjee123	jaketapper	1		1
marjies1949	moveforwardhuge		1	1
mark_graff1	memeprovider		1	1
markallenjobe1	reuters		1	1
markallenjobe1	transition2017		3	3
markarmario	steveweinstein		1	1
markinpixels	benpobjie	1		1
markknuds14on	johnjwillard		1	1
markmck82302342	the_trump_train	1		1
marksant	realdonaldtrump	1		1
markseymour66	aol	1		1
marksleboda1	sputnikint		1	1
markusehrler	alexiastellar		1	1
marla_carlson	bengreenman		1	1
marnell39	latimespolitics		1	1
marni221	dineshdsouza		1	1
maronsebhatu	georgetakei		1	1
maroonakariney	lolgop		1	1
maroonakariney	mmfa		1	1
maroonakariney	rawstory		1	1
marpa62	anymoro_774		1	1
marpeesh	adamparkhomenko		1	1
marsbeyond	amylutz4		1	1
marsbeyond	angela_rye		1	1
marsbeyond	carminezozzora		1	1
marsbeyond	jaredwyand		1	1
marsbeyond	vivalaames		1	1
marshallfsmith	conservativewd		1	1
marthaevapearl	nationalmemo		1	1
marthalynneowe1	funder		5	5
marthalynneowe1	huffpostcomedy	1		1
marthalynneowe1	thisisoutspeak		1	1
marthalynneowe1	vabvox		1	1
martinzbraun	markets	1		1
martpru	debramessing		1	1
martyhd	dcexaminer	1		1
martyturd	politicstoday02		1	1
martywalker4u	politico		1	1
marvlsone	savagenation	1		1
marwinad1	teapartycat		1	1
marxismcultural	jackposobiec		1	1
mary122514	lanurse1		1	1
maryamargaret	chirhopop		1	1
maryannetanner	cnnpolitics	1		1
marybarron46	juddapatow		1	1
marybarron46	keitholbermann		2	2
marybarron46	wessmith123		1	1
marygerdt	jackposobiec		2	2
maryjanedoobie	duckduckgo	1		1
maryland_sam	pab1990	1		1
marymarybrogdon	democracynow		1	1
marymarybrogdon	ejdionne		1	1
marymarybrogdon	nbcnews		1	1
marymarybrogdon	sowithher		1	1
marystudentlaw	futalors		1	1
marytrinetti	debramessing		1	1
marytrinetti	hatewatch		1	1
maryverobeach	joyannreid		1	1
marywintermeyer	adamparkhomenko		1	1
marywintermeyer	postpolitics		1	1
marywintermeyer	thehill		1	1
marywintermeyer	votehillary2016		1	1
marzicat_	teganandsara		1	1
masivethoughts	textporns		1	1
maslowmayhem	charles_gaba		1	1
mastbury15	foxbusiness		1	1
master_p_the_gu	internetarchive	1		1
mastrjedi	wyatt_barstow	1		1
maszitargaryen	bbcworld		1	1
matg79642576	benensonj	1		1
mathbytori	daniellemuscato	1		1
mathuthesamurai	fernandoordie		1	1
matikolb	motherjones	1		1
matt5thirtynine	elizasoul80		1	1
mattbish	ianbremmer		1	1
mattconsult	newyorker		1	1
mattengl	charlesmblow		1	1
mattgonter	davebernstein		1	1
mattknight64	ryanlizza		1	1
mattryan89	funder		1	1
mattshahabian	rortybomb		1	1
mattsnowoahu	reuters	1		1
mattwoodnyc3	theblaze	1		1
maud1004	yassandolini		1	1
mauramahoney	juddlegum		1	1
maureenogle	nytopinion		1	1
mauricedepaoli	chateauemissary		1	1
mauriciowolf13	telesurenglish		1	1
maurlind	lillabet1952		1	1
mauroxpp	asiesmonterrey		1	1
maurylesh	georgetakei	1		1
mauser98k2	globeandmail	1		1
mausiepup	davebernstein		1	1
mauvais_fille	pamela_moore13		1	1
maxcamber	foxandfriends		1	1
maxcamber	foxnews		1	1
maxfaulk1	businessinsider		1	1
maximillionruns	ianbremmer		1	1
maximmaven	rt_com		1	1
maxinelaguerre	mirandasings		1	1
maxmaxsilva1946	amy_siskind		1	1
maxmaxsilva1946	colinjones		1	1
maxrhino	stanleycohenlaw		1	1
maxxkaptin	theroot	1		1
mazama_bear	jackposobiec		1	1
mazarienperneel	beautygiris		1	1
mazdaki	cfr_org		1	1
mazjobrani	cnnpolitics		1	1
mbarber84211320	trej2011		1	1
mblee1	jasoninthehouse	1		1
mc_heckin_duff	jennwongsilver	1		1
mccallmcd1	thelifeofvon		1	1
mccav	votehillary2016		1	1
mccvic	davidcorndc		1	1
mcgowan1973	mercenarygeo		1	1
mcgowan1973	rt_america		1	1
mckenzie642	foxandfriends		1	1
mckenzie642	greta		1	1
mclaudiatropar1	jerryquickley		1	1
mcmacsnapcap	nayaknomi		1	1
mcmo91	business		1	1
mcmuckraker	saminglot	1		1
mcorintio	el_universal_mx		1	1
mcquade925	grannyrosie3	1		1
mcraiser	kurteichenwald		1	1
mcristirpc	rcristibeck		1	1
mcs_nyc	eliotnelson		1	1
mcshanerachel	charlesmblow		1	1
mcsqueal79	swiger13		1	1
mcwilkins63	msnbc		1	1
mcwilkins63	newyorker		1	1
mcwilkins63	nytopinion		1	1
mcwilkins63	politicomag		1	1
mcwilkins63	tb_times		1	1
mddailyexaminer	huffpostpol	1		1
mdennison97	marksteven69		1	1
mdevers579	rawdawgbuffalo		1	1
meaaaganbs	alecmacgillis		1	1
mecarvajal	aworldoutofmind		1	1
medical91	nycmayor		1	1
medical91	va4hillary1		1	1
medicaljoe	kmcbrd2		1	1
mediumgallery	coslive		1	1
medpierre	npr	1		1
meeeedge	housecracka		1	1
meeeedge	marklevinshow	1		1
meetthepress	peteralexander	1		1
meg_banshee	flavorwire	1		1
megaaanjenks	thekareem		1	1
megan_doyle	thegarance		1	1
megan_mostdope	lexi4prez		1	1
meganbbrennan	derekwillis		1	1
megaphonemedia_	sajithkiran2		1	1
meggobyte	stephenfhayes		1	1
meghananomaly	craigrozniecki		1	1
meghananomaly	emmaogreen		1	1
megsblue3	joyannreid		1	1
mel_shilkie	debramessing		1	1
melancholalia	pisces7100	1		1
melancholia_lc	renzomattei		1	1
melanee7305	lindasuhler		1	1
melanee7305	mitchellvii		2	2
melanieldaniels	imnikiturner		1	1
meldelaselva	alexrossmusic	1		1
melhart16	allenwest		1	1
melhart16	scteamtrump		1	1
melindarooke	wilsonvoight		1	1
melissajpeltier	toriacuttone		1	1
meljmcd	thr		1	1
melllyyss	lexi4prez		1	1
mellowcello1	roylmurry425		1	1
melmillerusa	theblaze		1	1
melodychi	miafarrow		1	1
melony1975la	drmartyfox		1	1
melony1975la	jrcheneyjohn		1	1
melootwt	futalors		1	1
melsensjohn	coldwarrior2000		1	1
melsensjohn	gracchus56		1	1
melshocker	carlycarioli		1	1
menappete	middleeasteye		1	1
mench90	intlspectator		1	1
menjicm	wvjoe911		1	1
menloventures	betterment		1	1
mennekinpis	callout4		1	1
mennekinpis	cbcworldnews		1	1
mennekinpis	change	1		1
mennekinpis	co_rapunzel4		1	1
mennekinpis	funder		1	1
mennekinpis	kcranews		1	1
mennekinpis	rawstory		1	1
mennekinpis	thedailybeast		1	1
mennekinpis	thehill		1	1
mennekinpis	todropadime2		1	1
menx1	guardianeco		1	1
mer_gb	wsjpolitics		1	1
mercilessmendes	sierraclub		1	1
mercmcl	debramessing		1	1
mercmcl	georgetakei		1	1
mercurious8	guardian		1	1
mercurys_1	textporns		1	1
meredithmarsha1	decisiondeskhq		1	1
mereflo	charles_gaba		1	1
merelyawoman	cyndirsen	1		1
merkelmustgo	sflux88	1		1
merrifield8242	nycmayor		1	1
merriox	angryblacklady		1	1
merrydw54	s_a_malcolm		1	1
mevsowen	democracynow	1		1
mexibroh	lolgop		1	1
mexicanofem	jacksontkatz		1	1
mezzo29brick	nycmayor		1	1
mfalliance	nytimes	1		1
mfordproscan	cnn	1		1
mfstern	realdonaldtrump	1		1
mguilfoyle	jonathontrugman	1		1
mgurmgur	paulachertok		1	1
mhimawan_spt	penofumar		1	1
mhinkelman	ddale8		1	1
mhmhart	seanmcelwee		1	1
mhoepflinger	imageberatungen		1	1
miacmitch	youtube	1		1
miblueskies	davidaxelrod		1	1
miblueskies	nytimes		1	1
micae47	tbhblessed		1	1
michael2014abc	govmikehuckabee		1	1
michael32853hut	kkondik		1	1
michael78372976	brasilmagic		1	1
michaelboynton2	csisfreeman		1	1
michaelboynton2	markos		1	1
michaelbroder	jasoninthehouse	1		1
michaeldirish65	jackposobiec		1	1
michaeldirish65	specialkmb1969		1	1
michaelhardy	joncoopertweets		1	1
michaelmarchlik	wsj	1		1
michaelrayadam2	newsmax	2		2
michaelscarbrou	jamierjn		1	1
michaeltcoffee	matthaig1	1		1
michaelvnixon	bwhaahhhb		1	1
michelegabay	nycmayor		1	1
michelelara19	sensanders		3	3
michelle3wits	jackposobiec		1	1
michelle3wits	pamela_moore13		1	1
michelle_888	adamparkhomenko		1	1
michelle_____24	prisonplanet		1	1
michellemenzie	alexrossmusic		1	1
michelleyvan	nymag		1	1
micollucchi	riotta		1	1
microscopiq	lolgop		1	1
midgespeaks	gerfingerpoken		1	1
midoo0	intlspectator		1	1
midschoolparent	amyoztan	1		1
midwestnocoast	thelifeofvon		1	1
mightybuyer	entscheidedich	1		1
miglenamerdz	daniellemuscato		1	1
miguelesquirol	williamshatner	1		1
mika_sandstrom	ppppolls		1	1
mikafan1003	foxnews		1	1
mikakiwanini	climatecentral		2	2
mike76139	halsteadg048		1	1
mike_macready	jrcheneyjohn		1	1
mike_padgett	juddlegum		1	1
mikeaecons	mattyglesias		1	1
mikeandy128	anncoulter		1	1
mikedavies2	deborahmeaden	1		1
mikejknott92	dannyzuker		1	1
mikelanders	terryserio	1		1
mikeneibel	c0nvey	1		1
mikeo159	jackposobiec		1	1
mikeo159	nathanielbumpo		1	1
